standalone_allocated_bytes	mtime_utc	path
1310687232	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep37/index
1310408704	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep25/index
1310416896	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep19/index
1310416896	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep4/index
1310699520	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep42/index
1310420992	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep14/index
1310420992	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep28/index
1310425088	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep16/index
1310425088	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep24/index
1310425088	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep9/index
1310416896	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep7/index
1310412800	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep10/index
1310412800	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep21/index
1310425088	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep15/index
1310420992	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep11/index
1310425088	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep27/index
1310412800	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep5/index
1310679040	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep34/index
1310666752	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep35/index
1310724096	2026-07-11T11:07:57Z	/home/ubuntu/pz/VectorDB/data/VectorDB/recovered_system_disk_20260711/runs/insert_cost_closure/real_pilot/gist-960-euclidean/R64_cold_rep44/index
