query_id,expanded_reads,unique_sectors,baseline_sector_rereads,bonus_exposures,unique_bonus_nodes,bonus_in_gt100,bonus_visited_later,bonus_in_final_topk,bonus_gt100_fraction,bonus_later_fraction,bonus_final_fraction,estimated_avoidable_reads,estimated_io_savings_fraction
454,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
455,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
456,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
457,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
458,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
459,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
460,105,104,1,419,416,3,1,0,0.007211538461538462,0.002403846153846154,0.0,1,0.009523809523809525
461,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
462,109,102,7,429,408,7,7,0,0.01715686274509804,0.01715686274509804,0.0,7,0.06422018348623854
463,108,106,2,430,424,2,2,0,0.0047169811320754715,0.0047169811320754715,0.0,2,0.018518518518518517
464,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
465,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
466,108,107,1,431,428,1,1,0,0.002336448598130841,0.002336448598130841,0.0,1,0.009259259259259259
467,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
468,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
469,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
470,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
471,107,99,8,420,396,8,8,1,0.020202020202020204,0.020202020202020204,0.0025252525252525255,8,0.07476635514018691
472,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
473,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
474,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
475,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
476,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
477,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
478,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
479,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
480,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
481,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
482,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
483,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
484,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
485,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
486,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
487,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
488,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
489,104,102,2,414,408,0,2,0,0.0,0.004901960784313725,0.0,2,0.019230769230769232
490,106,103,3,421,412,3,3,0,0.007281553398058253,0.007281553398058253,0.0,3,0.02830188679245283
491,105,103,2,418,412,2,2,0,0.0048543689320388345,0.0048543689320388345,0.0,2,0.01904761904761905
492,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
493,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
494,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
495,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
496,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
497,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
498,108,106,2,430,424,2,2,0,0.0047169811320754715,0.0047169811320754715,0.0,2,0.018518518518518517
499,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
500,107,106,1,427,424,1,1,1,0.0023584905660377358,0.0023584905660377358,0.0023584905660377358,1,0.009345794392523364
501,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
502,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
503,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
504,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
505,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
506,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
507,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
508,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
509,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
510,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
511,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
512,104,103,1,415,412,1,1,0,0.0024271844660194173,0.0024271844660194173,0.0,1,0.009615384615384616
513,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
514,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
515,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
516,106,104,2,422,416,1,2,0,0.002403846153846154,0.004807692307692308,0.0,2,0.018867924528301886
517,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
518,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
519,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
520,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
521,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
522,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
523,101,100,1,403,400,1,1,0,0.0025,0.0025,0.0,1,0.009900990099009901
524,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
525,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
526,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
527,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
528,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
529,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
530,105,104,1,419,416,0,1,0,0.0,0.002403846153846154,0.0,1,0.009523809523809525
531,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
532,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
533,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
534,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
535,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
536,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
537,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
538,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
539,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
540,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
541,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
542,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
543,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
544,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
545,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
546,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
547,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
548,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
549,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
550,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
551,107,106,1,427,424,0,1,0,0.0,0.0023584905660377358,0.0,1,0.009345794392523364
552,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
553,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
554,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
555,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
556,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
557,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
558,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
559,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
560,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
561,105,102,3,417,408,3,3,0,0.007352941176470588,0.007352941176470588,0.0,3,0.02857142857142857
562,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
563,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
564,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
565,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
566,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
567,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
568,103,103,0,412,412,0,0,0,0.0,0.0,0.0,0,0.0
569,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
570,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
571,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
572,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
573,104,103,1,415,412,1,1,0,0.0024271844660194173,0.0024271844660194173,0.0,1,0.009615384615384616
574,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
575,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
576,107,104,3,425,416,3,3,1,0.007211538461538462,0.007211538461538462,0.002403846153846154,3,0.028037383177570093
577,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
578,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
579,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
580,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
581,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
582,105,103,2,418,412,1,2,0,0.0024271844660194173,0.0048543689320388345,0.0,2,0.01904761904761905
583,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
584,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
585,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
586,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
587,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
588,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
589,107,105,2,426,420,2,2,0,0.004761904761904762,0.004761904761904762,0.0,2,0.018691588785046728
590,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
591,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
592,110,110,0,440,440,0,0,0,0.0,0.0,0.0,0,0.0
593,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
594,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
595,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
596,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
597,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
598,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
599,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
600,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
601,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
602,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
603,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
604,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
605,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
606,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
607,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
608,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
609,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
610,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
611,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
612,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
613,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
614,106,104,2,422,416,2,2,0,0.004807692307692308,0.004807692307692308,0.0,2,0.018867924528301886
615,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
616,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
617,108,107,1,431,428,0,1,0,0.0,0.002336448598130841,0.0,1,0.009259259259259259
618,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
619,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
620,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
621,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
622,109,107,2,434,428,2,2,0,0.004672897196261682,0.004672897196261682,0.0,2,0.01834862385321101
623,110,108,2,438,432,2,2,0,0.004629629629629629,0.004629629629629629,0.0,2,0.01818181818181818
624,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
625,107,104,3,425,416,3,3,0,0.007211538461538462,0.007211538461538462,0.0,3,0.028037383177570093
626,107,105,2,426,420,2,2,0,0.004761904761904762,0.004761904761904762,0.0,2,0.018691588785046728
627,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
628,107,104,3,425,416,3,3,0,0.007211538461538462,0.007211538461538462,0.0,3,0.028037383177570093
629,109,108,1,435,432,1,1,1,0.0023148148148148147,0.0023148148148148147,0.0023148148148148147,1,0.009174311926605505
630,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
631,112,110,2,446,440,2,2,0,0.004545454545454545,0.004545454545454545,0.0,2,0.017857142857142856
632,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
633,109,104,5,431,416,5,5,0,0.01201923076923077,0.01201923076923077,0.0,5,0.045871559633027525
634,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
635,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
636,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
637,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
638,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
639,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
640,107,105,2,426,420,2,2,0,0.004761904761904762,0.004761904761904762,0.0,2,0.018691588785046728
641,108,107,1,431,428,1,1,0,0.002336448598130841,0.002336448598130841,0.0,1,0.009259259259259259
642,107,106,1,427,424,0,1,0,0.0,0.0023584905660377358,0.0,1,0.009345794392523364
643,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
644,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
645,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
646,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
647,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
648,106,105,1,423,420,0,1,0,0.0,0.002380952380952381,0.0,1,0.009433962264150943
649,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
650,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
651,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
652,113,112,1,451,448,1,1,0,0.002232142857142857,0.002232142857142857,0.0,1,0.008849557522123894
653,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
654,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
655,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
656,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
657,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
658,110,110,0,440,440,0,0,0,0.0,0.0,0.0,0,0.0
659,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
660,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
661,107,106,1,427,424,1,1,1,0.0023584905660377358,0.0023584905660377358,0.0023584905660377358,1,0.009345794392523364
662,110,110,0,440,440,0,0,0,0.0,0.0,0.0,0,0.0
663,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
664,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
665,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
666,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
667,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
668,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
669,107,105,2,426,420,2,2,0,0.004761904761904762,0.004761904761904762,0.0,2,0.018691588785046728
670,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
671,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
672,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
673,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
674,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
675,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
676,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
677,107,105,2,426,420,2,2,0,0.004761904761904762,0.004761904761904762,0.0,2,0.018691588785046728
678,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
679,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
680,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
681,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
682,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
683,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
684,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
685,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
686,109,107,2,434,428,2,2,0,0.004672897196261682,0.004672897196261682,0.0,2,0.01834862385321101
687,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
688,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
689,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
690,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
691,110,110,0,440,440,0,0,0,0.0,0.0,0.0,0,0.0
692,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
693,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
694,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
695,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
696,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
697,107,103,4,423,412,4,4,0,0.009708737864077669,0.009708737864077669,0.0,4,0.037383177570093455
698,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
699,108,104,4,427,416,4,4,0,0.009615384615384616,0.009615384615384616,0.0,4,0.037037037037037035
700,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
701,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
702,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
703,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
704,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
705,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
706,108,107,1,431,428,1,1,0,0.002336448598130841,0.002336448598130841,0.0,1,0.009259259259259259
707,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
708,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
709,109,108,1,435,432,1,1,0,0.0023148148148148147,0.0023148148148148147,0.0,1,0.009174311926605505
710,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
711,104,103,1,415,412,1,1,0,0.0024271844660194173,0.0024271844660194173,0.0,1,0.009615384615384616
712,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
713,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
714,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
715,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
716,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
717,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
718,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
719,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
720,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
721,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
722,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
723,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
724,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
725,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
726,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
727,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
728,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
729,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
730,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
731,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
732,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
733,111,111,0,444,444,0,0,0,0.0,0.0,0.0,0,0.0
734,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
735,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
736,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
737,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
738,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
739,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
740,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
741,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
742,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
743,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
744,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
745,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
746,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
747,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
748,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
749,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
750,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
751,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
752,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
753,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
754,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
755,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
756,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
757,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
758,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
759,108,107,1,431,428,0,1,0,0.0,0.002336448598130841,0.0,1,0.009259259259259259
760,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
761,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
762,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
763,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
764,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
765,106,105,1,423,420,1,1,0,0.002380952380952381,0.002380952380952381,0.0,1,0.009433962264150943
766,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
767,107,101,6,422,404,6,6,0,0.01485148514851485,0.01485148514851485,0.0,6,0.056074766355140186
768,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
769,105,104,1,419,416,0,1,0,0.0,0.002403846153846154,0.0,1,0.009523809523809525
770,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
771,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
772,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
773,108,107,1,431,428,0,1,0,0.0,0.002336448598130841,0.0,1,0.009259259259259259
774,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
775,105,104,1,419,416,3,1,0,0.007211538461538462,0.002403846153846154,0.0,1,0.009523809523809525
776,107,104,3,425,416,3,3,0,0.007211538461538462,0.007211538461538462,0.0,3,0.028037383177570093
777,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
778,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
779,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
780,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
781,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
782,109,109,0,436,436,0,0,0,0.0,0.0,0.0,0,0.0
783,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
784,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
785,107,105,2,426,420,2,2,0,0.004761904761904762,0.004761904761904762,0.0,2,0.018691588785046728
786,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
787,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
788,107,107,0,428,428,0,0,0,0.0,0.0,0.0,0,0.0
789,106,106,0,424,424,0,0,0,0.0,0.0,0.0,0,0.0
790,105,104,1,419,416,1,1,0,0.002403846153846154,0.002403846153846154,0.0,1,0.009523809523809525
791,104,104,0,416,416,0,0,0,0.0,0.0,0.0,0,0.0
792,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
793,102,102,0,408,408,0,0,0,0.0,0.0,0.0,0,0.0
794,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
795,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
796,107,106,1,427,424,1,1,0,0.0023584905660377358,0.0023584905660377358,0.0,1,0.009345794392523364
797,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
798,105,105,0,420,420,0,0,0,0.0,0.0,0.0,0,0.0
799,108,108,0,432,432,0,0,0,0.0,0.0,0.0,0,0.0
